rating,text,date,trip_type,date_status
5,"The service from Lambros was absolutely outstanding! From the very first moment, he welcomed us with a warm smile and genuine kindness, making us feel comfortable and truly valued. 
The food was amazing!!",Sep 2025,Friends,date_with_label
5,"Amazing steaks, great service. Would highly recommend. Great wine list. Go for Argentinian wine. Labros goes out of his way to please you!",Sep 2025,Couples,date_with_label
5,"Great food great atmosphere!.

Found this place by accident wondering down the street.  A pleasant surprise found walking in.",Sep 2025,Couples,date_with_label
5,"Arrived solo, which can be awkward at times,
Staff here we so lovely. Made my dinnjng experience quite a nice once, great staff with good knowledge of food and very accomdating",Sep 2025,Solo,date_with_label
5,Bonus experience of cooking your steak in a hot rock.  Short ribs were also good for something cooked (much) longer.  They also threw in a bonus limoncello shot.,Sep 2025,Couples,date_with_label
5,"Steaks were delicious, cook yourself at the table on stones. Dessert was also delicious! Definitely recommend this restaurant!",Sep 2025,Couples,date_with_label
5,Great food. Steak was excellent.  Very good service. Recommend you visit here on your trip. A great meal for steak and sides.,Sep 2025,Friends,date_with_label
5,Very nice steaks. Great place and very service minded staff. I will recommend it if you’re looking for a nice steak restaurant in Amsterdam.,Sep 2025,Business,date_with_label
5,"delicious 🔥 Cool serving , beer is very light and refreshing 
Friendly waiters 
Ordered ribs and steak, recommend beef.",Sep 2025,Friends,date_with_label
4,"The food was excellent, so 5 for that which is clearly the most important factor. Cooking your own steak was fun, the quality of the rib-eye and tuna was amazing, and meant you got it exactly how you like it. 

Unfortunately service was a bit poor early on, we were ignored once we were seated and it was painful to get anyone to take any order (including drinks) which took a few attempts with different people. However once ordered then food turned up in good time however. Nice decor and ambience in the restaurant, but toilets were pretty tatty for a nice restaurant. Would definitely go again notwithstanding those minor issues",Sep 2025,Couples,date_with_label
5,Amazing service and a great Atmosphere. They asked many times if everything was fine and the staff is really helpful.  I had an amazing time,Aug 2025,Family,date_with_label
5,"My husband and I had a wonderful experience. I luckily only ordered tomato soup. He ordered the chateaubriand without converting grams to ounces (US travelers). He was surprised when they brought out 32 ozs of  steak!!  We had a great laugh and I had to help him eat it. Grilling on the hot stone at our table was perfect. I like my steak more well done, so we were able to cook mine portion a little longer.  The staff members were very attentive. There is a very relaxed atmosphere here with exceptional food!",Sep 2025,Couples,date_with_label
5,Very delicious meal Absolutely Recommendation Every meat we ate was amazing We were so happy to have spent the night here,Sep 2025,Family,date_with_label
5,"Came with my mum and the steak was such good quality I really enjoyed, Got to cook your own steak and was Amazing food and lovely staff",Sep 2025,Family,date_with_label
5,The service and food was amazing. We had a steak that we cooked ourselves on a hot stone (great experience). Excellent value for the price. Our server Lambros was an excellent waiter. Very friendly and engaging.,Sep 2025,Couples,date_with_label
5,"Was just reviewing the menu outside, but the gentleman that met us was so pleasant and explained the “cook at your table” aspect…it was amazing!",Sep 2025,Couples,date_with_label
5,Super fun and relatively casual place. Ate outside and had the steak on the stone . That was particularly good since I like my steak more rare than my husband so we could each have it just the way they like it.,Sep 2025,Couples,date_with_label
1,Unfortunately We couldnot find a chance to eat .even we made  rezervation  waited for people to pay and leave the table.  Finally we decide to not wait any more and left....,Sep 2025,Family,date_with_label
5,"Great service, amazing food and unique experience cooking your food on a hot stone. They made my mother-in-law feel special on her birthday so thank you!",Sep 2025,Family,date_with_label
5,"We had a great meal. We were with the family it was top! We have mix grill
Eaten, shrimp and porterhouse steak’ ‘ top top top",Sep 2025,Family,date_with_label
2,"Mediocre quality of rib eye meat cooked on stone.
Discreet potatoes.
Hamburgers available only undercooked as the meat is not fresh (specified by the waiter)
Discreet Service.",Sep 2025,Family,date_with_label
5,"The steaks here are absolutely outstanding — perfectly cooked to order, juicy, and full of flavor. The quality of the meat is top-tier, with just the right amount of seasoning to let the cut speak for itself. Sides are fresh and thoughtfully paired, and the wine selection complements the dishes beautifully. Service is attentive without being intrusive, and the atmosphere is warm and inviting, perfect for both casual dinners and special occasions. Highly recommended for anyone who truly appreciates a great steak experience.",Sep 2025,Friends,date_with_label
5,"Super quality of meat, Price quality ratio absolutely given. Very friendly and courteous Service. You roast your own meat on the spot and are instructed in advance exactly how to proceed. Rarely ate such a good steak. I'd love to come back.
Super quality of the meat, price-performance ratio absolutely given. Very friendly and accommodating service. You grill your meat yourself at the table and are given precise instructions on how to proceed. I have rarely eaten such a good steak. I will gladly come back.",Sep 2025,Solo,date_with_label
5,"The food here is really tasty, the prices are fair, and the staff is always kind and welcoming. Highly recommend! Xxxxxx",Sep 2025,Business,date_with_label
5,First time at a stone grill - big thanks to the lovely staff explaining the menu and the cooking! We loved the food and the atmosphere and the limoncello 😜 🤩,Sep 2025,Couples,date_with_label
5,"Beautiful food, excellent service-it was our 25th wedding anniversary and we got an amazing sparkler candle in complementary icecrean, coffee and lemon cello.",Sep 2025,Couples,date_with_label
5,Fantastic restaurant the service was awesome.  Great experience.  Will definitely go back anytime we come to Amsterdam..,mrblonde2026 contributions0,,unknown_format
5,The food was delightful! We made a reservation for 8.30pm and sat outside.  I ordered the burger whilst my friend had lamb / steak which she cooked herself - lovely experience.,Aug 2025,Friends,date_with_label
5,"Best meat we’ve ever had, and the staff is great. 10/10, everything was amazing.  We’ll be back and can highly recommend!",Aug 2025,Family,date_with_label
5,"Food was outstanding. We arrived half hour early for our booking (I mistimed) and it was very busy and we still got accommodated. The staff were on the ball, food was excellent and great value for money. If I wasn’t one for trying different places then we’d definitely return here another evening!! 

You will not be disappointed, stunning.",Aug 2025,Couples,date_with_label
