rating,text,sentiment,date,trip_type,date_status
5,"There is a really great lively buzz to this market. First, this is a place for the poorly paid Romans to come and buy their necessities. It is not a tourist market. Sure there is a lot of what I call rubbish. However there are a few parts of this market that do sell some interesting, beautiful things of quality. You just have to be patient to find them. This market starts early, get their early, by 11am it is just jam packed and full of pick-pockets looking for gullible tourists.Bottom line, I bought some great souvenirs.",正面,Nov 2017,Solo,date_with_label
3,And the market has pickpockets.  You can actually see them working the crowd.  Better to just go when there is no market and no thieves and just look at the gate.,負面,Oct 2017,Couples,date_with_label
3,"We arrived about 10.30 when the market wasn't overcrowded.  We enjoyed browsing and rummaging although many of the stalls were similar to those found elsewhere in Rome. The stalls were mainly leather goods, 2nd hand clothes including fur coats for 35 euro, hats, shoes, cheap new clothes and kitchen ware. We walked for about an hour, saw no end to the market and so retraced our steps.  We bought quite a few items, bargaining was fun but whether they were a great buy I'm not so sure.We'd been warned about pickpockets and couldn't believe it when my husband realised his glasses and case had disappeared from the leg pocket of his cargo trousers even though it was closed by presstuds.",負面,Oct 2017,Couples,date_with_label
3,"A combination of ""made in Italy"" stuff found everywhere else in the world and a range of  secondhand gear - furniture, bric brac etc.Quite a large market, with lots of the same stuff, stallholders will negotiate and prices vary wildly for the same stuff as you progress through the ""new stuff"" stands in the markets.To get to the secondhand section you need to go about half way down then turn right.The cafes dotted along the street to the market are reasonable.It depends on your expectations whether this is a worthwhile deviation from your time in Rome.  I probably wouldn't bother next time - although we had a spare day so it was just something to do.",負面,Oct 2017,Couples,date_with_label
4,This market only opens on Sundays and it is very interesting. Many of the merchants are Arabic. You can find almost anything from shoes to clothes for men and women. They also sell food products.The place is full of people wandering or shopping. Prices are really good specially for clothes. Cash only.,正面,Sep 2017,Couples,date_with_label
5,"We always plan our trip to begin or end in Trastevere section of Rome to visit this huge flea markets every Sunday morning, The market is huge and is 50% new and 50% old merchandise. You can get a lot of good buys here.",正面,Oct 2016,Couples,date_with_label
5,"This was my second visit in 18 months.  I just love the atmosphere and no matter where I travel Sunday mornings rummaging and wandering through all the stalls  is most enjoyable.  Junk or not it never fails to make my day!  I rarely go shopping at markets for specifics, rather just the fun of what will be.I also love a good haggle on prices and the fun that goes with it.  Porta Portese gives me all of thatThis time I Took my 14 year old granddaughter who completely immersed herself with glee in the makeup counters where she would gladly have spent the whole morning.  I rummaged and got myself a beautiful pink linen table runner for  1 euro - happy as.This time we entered from the Ports Portese entrance 2 hours didnt even get us around a quarter of the market.  Lashing rain mixed with bursts of sunshine couldn't stop us.We were staying near the Spanish steps and took a local Taxi to and from the markets at 13euro each way.  Taxi is metered.  There are a few eateries and bars which offer toilet facilities you may need to just buy a cake or drink for the opportunity to use them.",正面,17-Sep,,unknown_format
3,"Very large flea market. Watch your bags. Some bargains. Clothes for a $1.00euro. Good assortment of items. Would only buy a leather bag from a reputable store, not here.",負面,"catgirl2004Toronto, Canada0 contributions0",,unknown_format
3,"I arrived in bus from Termini and started the market from the upper side and then finished in Porta Portese door. At the beginning there were antiques which looked like trash, but some were cool. You can buy brand stuff cheaper (e.g. All Star shoes for 45€) and also brand sneakers for 15€ which look obviously wornBe careful with thieves",中立,Aug 2017,Friends,date_with_label
5,"We didnt get to the market until 11.30 but that still gave us just over 2 hours of ""looky looky, nice price"". I assume we had missed the crowds as it was relatively easy to look at what you wanted to and move about from stall to many stalls.. it is large. With cheap clothing - tops from 50 cents and shorts/skirts from about €3 there is something for everyone, you just have to be prepared to dive in and rummage. Prices seemed very reasonable and almost negated the need to haggle.",正面,Jul 2017,Couples,date_with_label
